Model,Total Return (%),Excess Return (%),Sharpe Ratio,Max Drawdown (%),Win Rate (%),Trades
Buy & Hold (Benchmark),-21.482944389175394,0.0,0.09855868392094827,-85.63731848066479,0.0,0
Logistic Regression,180.54981066710462,202.03275505628002,1.0494853858255908,-19.045586943886665,56.41025641025641,64
Random Forest,20.4726925674376,41.955636956613,0.2727476870228233,-28.74143030228013,46.464646464646464,90
XGBoost,-1.639488365977959,19.843456023197437,0.05065031908758716,-44.1707138919963,47.682119205298015,126
LightGBM,-36.46154089669324,-11.590250727102855,-0.5517168668702753,-45.88823439977383,47.22222222222222,60
LSTM/GRU,10.05069090138342,34.92198107097379,0.1603894251852457,-34.018923760788624,49.18032786885246,168
Ensemble (Track B),5.9653885766656645,30.83667874625604,0.1280514575591843,-30.74054610128285,49.14529914529914,160
