Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2018-01-01,2757.745361328125,4440.0,4440.0,4440.0,4440.0,0,TLKM.JK
2018-01-02,2739.1123046875,4410.0,4460.0,4380.0,4430.0,66075600,TLKM.JK
2018-01-03,2627.311767578125,4230.0,4380.0,4200.0,4380.0,129205000,TLKM.JK
2018-01-04,2621.1005859375,4220.0,4250.0,4190.0,4230.0,77953300,TLKM.JK
2018-01-05,2658.367431640625,4280.0,4280.0,4200.0,4220.0,55863000,TLKM.JK
2018-01-08,2645.945068359375,4260.0,4290.0,4250.0,4250.0,42916700,TLKM.JK
2018-01-09,2608.678466796875,4200.0,4240.0,4180.0,4240.0,100497400,TLKM.JK
2018-01-10,2602.467041015625,4190.0,4250.0,4180.0,4200.0,95004000,TLKM.JK
2018-01-11,2590.044677734375,4170.0,4200.0,4150.0,4200.0,80524900,TLKM.JK
2018-01-12,2565.200439453125,4130.0,4190.0,4130.0,4160.0,70976800,TLKM.JK
2018-01-15,2558.9892578125,4120.0,4170.0,4100.0,4160.0,71388000,TLKM.JK
2018-01-16,2614.889404296875,4210.0,4220.0,4120.0,4150.0,84393300,TLKM.JK
2018-01-17,2608.678466796875,4200.0,4220.0,4180.0,4210.0,77197700,TLKM.JK
2018-01-18,2590.044677734375,4170.0,4240.0,4160.0,4210.0,100089500,TLKM.JK
2018-01-19,2583.833740234375,4160.0,4190.0,4120.0,4190.0,70890100,TLKM.JK
2018-01-22,2565.200439453125,4130.0,4160.0,4120.0,4120.0,83090400,TLKM.JK
2018-01-23,2540.355712890625,4090.0,4160.0,4030.0,4160.0,184176500,TLKM.JK
2018-01-24,2472.033203125,3980.0,4090.0,3970.0,4090.0,241779600,TLKM.JK
2018-01-25,2465.822265625,3970.0,4020.0,3920.0,3980.0,232552500,TLKM.JK
2018-01-26,2577.622802734375,4150.0,4160.0,3990.0,3990.0,246067800,TLKM.JK
2018-01-29,2527.93359375,4070.0,4180.0,4030.0,4170.0,156356300,TLKM.JK
2018-01-30,2465.822265625,3970.0,4040.0,3960.0,4020.0,140694300,TLKM.JK
2018-01-31,2478.24462890625,3990.0,4060.0,3950.0,3960.0,112276200,TLKM.JK
2018-02-01,2472.033203125,3980.0,4070.0,3980.0,4030.0,102291000,TLKM.JK
2018-02-02,2484.455810546875,4000.0,4030.0,4000.0,4030.0,71707200,TLKM.JK
2018-02-05,2490.66650390625,4010.0,4030.0,3920.0,3950.0,70792500,TLKM.JK
2018-02-06,2447.188720703125,3940.0,3990.0,3930.0,3950.0,146207400,TLKM.JK
2018-02-07,2472.033203125,3980.0,4020.0,3950.0,3990.0,120081100,TLKM.JK
2018-02-08,2496.877685546875,4020.0,4040.0,3940.0,3980.0,101865000,TLKM.JK
2018-02-09,2453.399658203125,3950.0,4000.0,3940.0,3970.0,78255000,TLKM.JK
