Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2018-02-15,5023.37255859375,8275.0,8425.0,8275.0,8425.0,14832000,ASII.JK
2018-02-16,5023.37255859375,8275.0,8275.0,8275.0,8275.0,0,ASII.JK
2018-02-19,5114.42919921875,8425.0,8425.0,8300.0,8350.0,22998500,ASII.JK
2018-02-20,5038.54833984375,8300.0,8375.0,8250.0,8350.0,17276200,ASII.JK
2018-02-21,4962.66552734375,8175.0,8350.0,8125.0,8325.0,43896000,ASII.JK
2018-02-22,4856.4326171875,8000.0,8225.0,8000.0,8200.0,33253700,ASII.JK
2018-02-23,4977.8427734375,8200.0,8250.0,8100.0,8125.0,29457600,ASII.JK
2018-02-26,4917.1376953125,8100.0,8225.0,8050.0,8200.0,23816800,ASII.JK
2018-02-27,4977.8427734375,8200.0,8200.0,8075.0,8100.0,23718200,ASII.JK
2018-02-28,4901.9619140625,8075.0,8175.0,8075.0,8175.0,45102600,ASII.JK
2018-03-01,4901.9619140625,8075.0,8175.0,8075.0,8100.0,25963100,ASII.JK
2018-03-02,4947.490234375,8150.0,8150.0,8025.0,8075.0,15833800,ASII.JK
2018-03-05,4947.490234375,8150.0,8175.0,8075.0,8175.0,19421500,ASII.JK
2018-03-06,4886.78369140625,8050.0,8200.0,8025.0,8200.0,29864500,ASII.JK
2018-03-07,4750.19775390625,7825.0,8025.0,7775.0,8000.0,56371600,ASII.JK
2018-03-08,4765.37353515625,7850.0,7925.0,7775.0,7925.0,45172700,ASII.JK
2018-03-09,4719.84521484375,7775.0,7900.0,7750.0,7900.0,26855700,ASII.JK
2018-03-12,4735.02099609375,7800.0,7875.0,7775.0,7850.0,34352400,ASII.JK
2018-03-13,4674.31591796875,7700.0,7775.0,7675.0,7775.0,29718200,ASII.JK
2018-03-14,4598.4345703125,7575.0,7725.0,7575.0,7650.0,25878500,ASII.JK
2018-03-15,4522.5517578125,7450.0,7575.0,7425.0,7525.0,38893700,ASII.JK
2018-03-16,4522.5517578125,7450.0,7525.0,7350.0,7450.0,93558800,ASII.JK
2018-03-19,4416.31787109375,7275.0,7475.0,7250.0,7450.0,44260000,ASII.JK
2018-03-20,4431.494140625,7300.0,7350.0,7200.0,7225.0,53047800,ASII.JK
2018-03-21,4431.494140625,7300.0,7350.0,7275.0,7350.0,41451100,ASII.JK
2018-03-22,4461.8466796875,7350.0,7450.0,7325.0,7350.0,40302400,ASII.JK
2018-03-23,4416.31787109375,7275.0,7275.0,7050.0,7050.0,38206300,ASII.JK
2018-03-26,4385.96435546875,7225.0,7275.0,7175.0,7275.0,22640900,ASII.JK
2018-03-27,4431.494140625,7300.0,7375.0,7250.0,7300.0,24060300,ASII.JK
2018-03-28,4310.08251953125,7100.0,7250.0,7075.0,7225.0,32341200,ASII.JK
2018-03-29,4431.494140625,7300.0,7325.0,7050.0,7175.0,40859700,ASII.JK
2018-03-30,4431.494140625,7300.0,7300.0,7300.0,7300.0,0,ASII.JK
2018-04-02,4583.2578125,7550.0,7600.0,7300.0,7350.0,30899400,ASII.JK
2018-04-03,4659.13916015625,7675.0,7750.0,7450.0,7500.0,30007800,ASII.JK
2018-04-04,4598.4345703125,7575.0,7675.0,7475.0,7675.0,22563400,ASII.JK
2018-04-05,4613.6103515625,7600.0,7650.0,7475.0,7625.0,16561500,ASII.JK
2018-04-06,4568.08154296875,7525.0,7600.0,7525.0,7600.0,8268700,ASII.JK
2018-04-09,4704.66845703125,7750.0,7750.0,7550.0,7550.0,17097200,ASII.JK
2018-04-10,4750.19775390625,7825.0,7850.0,7675.0,7700.0,27654600,ASII.JK
2018-04-11,4826.07958984375,7950.0,7975.0,7850.0,7875.0,34716800,ASII.JK
2018-04-12,4689.49267578125,7725.0,7925.0,7700.0,7850.0,26558600,ASII.JK
2018-04-13,4568.08154296875,7525.0,7825.0,7525.0,7750.0,17816300,ASII.JK
2018-04-16,4568.08154296875,7525.0,7525.0,7525.0,7525.0,0,ASII.JK
2018-04-17,4568.08154296875,7525.0,7525.0,7525.0,7525.0,0,ASII.JK
2018-04-18,4568.08154296875,7525.0,7625.0,7475.0,7625.0,23356500,ASII.JK
2018-04-19,4568.08154296875,7525.0,7525.0,7525.0,7525.0,0,ASII.JK
2018-04-20,4568.08154296875,7525.0,7525.0,7525.0,7525.0,0,ASII.JK
2018-04-23,4537.72802734375,7475.0,7600.0,7475.0,7600.0,12648900,ASII.JK
2018-04-24,4446.67138671875,7325.0,7475.0,7300.0,7400.0,33995200,ASII.JK
2018-04-25,4446.67138671875,7325.0,7325.0,7325.0,7325.0,0,ASII.JK
2018-04-26,4446.67138671875,7325.0,7325.0,7325.0,7325.0,0,ASII.JK
2018-04-27,4446.67138671875,7325.0,7325.0,7325.0,7325.0,0,ASII.JK
2018-04-30,4340.435546875,7150.0,7300.0,7150.0,7275.0,20489400,ASII.JK
2018-05-01,4340.435546875,7150.0,7150.0,7150.0,7150.0,0,ASII.JK
2018-05-02,4477.02294921875,7375.0,7375.0,7150.0,7200.0,28029500,ASII.JK
2018-05-03,4416.31787109375,7275.0,7400.0,7275.0,7375.0,38116700,ASII.JK
2018-05-04,4481.21826171875,7250.0,7300.0,7125.0,7200.0,20155100,ASII.JK
2018-05-07,4373.05078125,7075.0,7300.0,7050.0,7300.0,24167400,ASII.JK
2018-05-08,4295.78955078125,6950.0,7100.0,6825.0,7075.0,45877500,ASII.JK
2018-05-09,4388.50341796875,7100.0,7125.0,6800.0,6800.0,51249600,ASII.JK
2018-05-10,4388.50341796875,7100.0,7100.0,7100.0,7100.0,0,ASII.JK
2018-05-11,4357.5986328125,7050.0,7200.0,7050.0,7150.0,21370800,ASII.JK
2018-05-14,4342.14599609375,7025.0,7100.0,6950.0,6950.0,28081600,ASII.JK
2018-05-15,4280.3359375,6925.0,7100.0,6925.0,7025.0,30656400,ASII.JK
2018-05-16,4264.88427734375,6900.0,6925.0,6650.0,6900.0,39298500,ASII.JK
