date,open,high,low,close,adj_close,volume,ticker,adj_factor
2018-01-02,3354.487548828125,3381.759765625,3281.761474609375,3299.943115234375,2067.212890625,100241541,BBRI.JK,0.6264389471083893
2018-01-03,3299.943115234375,3299.943115234375,3236.3076171875,3281.761474609375,2055.82373046875,77164902,BBRI.JK,0.6264391078920362
2018-01-04,3281.761474609375,3281.761474609375,3145.400146484375,3227.217041015625,2021.654541015625,172049901,BBRI.JK,0.6264389767783941
2018-01-05,3227.217041015625,3263.580078125,3199.94482421875,3263.580078125,2044.4337158203125,95806814,BBRI.JK,0.6264389617780991
2018-01-08,3263.580078125,3263.580078125,3236.3076171875,3263.580078125,2044.4337158203125,60016046,BBRI.JK,0.6264389617780991
2018-01-09,3272.670654296875,3272.670654296875,3209.035400390625,3245.3984375,2033.0439453125,99669091,BBRI.JK,0.6264389363786708
2018-01-10,3254.4892578125,3263.580078125,3181.76318359375,3209.035400390625,2010.2650146484373,128052221,BBRI.JK,0.6264390272552726
2018-01-11,3218.126220703125,3218.126220703125,3163.581787109375,3218.126220703125,2015.9599609375,125818963,BBRI.JK,0.6264390588437003
2018-01-12,3227.217041015625,3254.4892578125,3181.76318359375,3218.126220703125,2015.9599609375,146792365,BBRI.JK,0.6264390588437003
2018-01-15,3218.126220703125,3245.3984375,3218.126220703125,3227.217041015625,2021.654541015625,95279025,BBRI.JK,0.6264389767783941
2018-01-16,3209.035400390625,3281.761474609375,3209.035400390625,3281.761474609375,2055.82373046875,101318790,BBRI.JK,0.6264391078920362
2018-01-17,3290.852294921875,3299.943115234375,3254.4892578125,3299.943115234375,2067.212890625,89613597,BBRI.JK,0.6264389471083893
2018-01-18,3299.943115234375,3318.12451171875,3263.580078125,3290.852294921875,2061.5185546875,87056383,BBRI.JK,0.6264391014657923
2018-01-19,3290.852294921875,3299.943115234375,3254.4892578125,3290.852294921875,2061.5185546875,87535331,BBRI.JK,0.6264391014657923
2018-01-22,3290.852294921875,3336.305908203125,3281.761474609375,3318.12451171875,2078.6025390625,128524019,BBRI.JK,0.6264389813346118
2018-01-23,3345.396728515625,3563.57470703125,3336.305908203125,3563.57470703125,2232.362060546875,186238386,BBRI.JK,0.6264389676305161
2018-01-24,3545.393310546875,3545.393310546875,3472.667236328125,3481.758056640625,2181.109375,165077211,BBRI.JK,0.626439097581767
2018-01-25,3509.0302734375,3509.0302734375,3381.759765625,3427.213623046875,2146.9404296875,155403974,BBRI.JK,0.6264390451911248
2018-01-26,3445.39501953125,3509.0302734375,3436.30419921875,3499.939453125,2192.49853515625,149193706,BBRI.JK,0.6264389897369876
2018-01-29,3499.939453125,3499.939453125,3418.122802734375,3454.48583984375,2164.02490234375,134887519,BBRI.JK,0.6264390715932507
2018-01-30,3454.48583984375,3454.48583984375,3372.6689453125,3381.759765625,2118.46630859375,197268607,BBRI.JK,0.6264390303910975
2018-01-31,3363.578369140625,3381.759765625,3299.943115234375,3363.578369140625,2107.076416015625,289533250,BBRI.JK,0.6264389244939671
2018-02-01,3390.8505859375,3418.122802734375,3363.578369140625,3363.578369140625,2107.076416015625,160147366,BBRI.JK,0.6264389244939671
2018-02-02,3399.941162109375,3409.031982421875,3372.6689453125,3399.941162109375,2129.856201171875,125526688,BBRI.JK,0.6264391351556449
2018-02-05,3318.12451171875,3445.39501953125,3318.12451171875,3436.30419921875,2152.635009765625,123946840,BBRI.JK,0.6264390126622172
2018-02-06,3354.487548828125,3381.759765625,3327.21533203125,3345.396728515625,2095.68701171875,286316245,BBRI.JK,0.626439009118246
2018-02-07,3372.6689453125,3409.031982421875,3363.578369140625,3363.578369140625,2107.076416015625,151721770,BBRI.JK,0.6264389244939671
2018-02-08,3345.396728515625,3390.8505859375,3345.396728515625,3381.759765625,2118.46630859375,122222231,BBRI.JK,0.6264390303910975
