date,open,high,low,close,adj_close,volume,ticker,adj_factor
2018-04-18,7625.0,7625.0,7475.0,7525.0,4568.08154296875,23356500,ASII.JK,0.6070540256436877
2018-04-23,7600.0,7600.0,7475.0,7475.0,4537.72802734375,12648900,ASII.JK,0.607053916701505
2018-04-24,7400.0,7475.0,7300.0,7325.0,4446.67138671875,33995200,ASII.JK,0.6070541142278157
2018-04-30,7275.0,7300.0,7150.0,7150.0,4340.435546875,20489400,ASII.JK,0.6070539226398601
2018-05-02,7200.0,7375.0,7150.0,7375.0,4477.02294921875,28029500,ASII.JK,0.6070539592161017
2018-05-03,7375.0,7400.0,7275.0,7275.0,4416.31787109375,38116700,ASII.JK,0.6070540028994845
2018-05-04,7200.0,7300.0,7125.0,7250.0,4481.21826171875,20155100,ASII.JK,0.6180990705818965
2018-05-07,7300.0,7300.0,7050.0,7075.0,4373.05078125,24167400,ASII.JK,0.6180990503533569
2018-05-08,7075.0,7100.0,6825.0,6950.0,4295.78955078125,45877500,ASII.JK,0.6180992159397481
2018-05-09,6800.0,7125.0,6800.0,7100.0,4388.50341796875,51249600,ASII.JK,0.6180990729533451
2018-05-11,7150.0,7200.0,7050.0,7050.0,4357.5986328125,21370800,ASII.JK,0.6180990968528369
2018-05-14,6950.0,7100.0,6950.0,7025.0,4342.14599609375,28081600,ASII.JK,0.6180990741770462
2018-05-15,7025.0,7100.0,6925.0,6925.0,4280.3359375,30656400,ASII.JK,0.6180990523465704
2018-05-16,6900.0,6925.0,6650.0,6900.0,4264.88427734375,39298500,ASII.JK,0.618099170629529
2018-05-17,6900.0,6925.0,6725.0,6725.0,4156.71630859375,31996300,ASII.JK,0.6180990793447956
2018-05-18,6800.0,6800.0,6525.0,6525.0,4033.096435546875,32946300,ASII.JK,0.6180990705818965
2018-05-21,6600.0,6675.0,6525.0,6525.0,4033.096435546875,19666000,ASII.JK,0.6180990705818965
2018-05-22,6575.0,7000.0,6550.0,6950.0,4295.78955078125,52564600,ASII.JK,0.6180992159397481
2018-05-23,7000.0,7225.0,6950.0,7000.0,4326.693359375,46432300,ASII.JK,0.6180990513392857
2018-05-24,7150.0,7300.0,7125.0,7225.0,4465.76513671875,31517700,ASII.JK,0.6180989808607267
2018-05-25,7275.0,7275.0,7050.0,7250.0,4481.21826171875,23149300,ASII.JK,0.6180990705818965
2018-05-28,7100.0,7300.0,7100.0,7175.0,4434.861328125,20768800,ASII.JK,0.6180991398083624
2018-05-30,7125.0,7200.0,6950.0,7000.0,4326.693359375,38264900,ASII.JK,0.6180990513392857
2018-05-31,7075.0,7150.0,6850.0,6900.0,4264.88427734375,99330400,ASII.JK,0.618099170629529
2018-06-04,7050.0,7100.0,6975.0,7000.0,4326.693359375,29071700,ASII.JK,0.6180990513392857
2018-06-05,6950.0,7050.0,6950.0,7000.0,4326.693359375,32973400,ASII.JK,0.6180990513392857
2018-06-06,7000.0,7025.0,6950.0,6975.0,4311.240234375,27978000,ASII.JK,0.6180989583333333
2018-06-07,7000.0,7025.0,6950.0,6975.0,4311.240234375,34005400,ASII.JK,0.6180989583333333
2018-06-08,6875.0,6975.0,6875.0,6900.0,4264.88427734375,82723800,ASII.JK,0.618099170629529
2018-06-20,6850.0,6950.0,6625.0,6950.0,4295.78955078125,94750500,ASII.JK,0.6180992159397481
2018-06-21,7100.0,7100.0,6675.0,6675.0,4125.810546875,40710000,ASII.JK,0.6180989583333333
2018-06-22,6675.0,6675.0,6575.0,6600.0,4079.4541015625,30220100,ASII.JK,0.6180991062973484
2018-06-25,6700.0,6725.0,6575.0,6600.0,4079.4541015625,35216300,ASII.JK,0.6180991062973484
2018-06-26,6550.0,6800.0,6550.0,6700.0,4141.26416015625,21592800,ASII.JK,0.6180991283815298
2018-06-27,6725.0,6750.0,6425.0,6425.0,3971.28662109375,26041600,ASII.JK,0.6180990849951362
2018-06-28,6425.0,6475.0,6275.0,6350.0,3924.92919921875,47122000,ASII.JK,0.6180990864911418
2018-06-29,6400.0,6600.0,6375.0,6600.0,4079.4541015625,44077400,ASII.JK,0.6180991062973484
2018-07-02,6650.0,6650.0,6250.0,6250.0,3863.11962890625,30044400,ASII.JK,0.618099140625
2018-07-03,6250.0,6400.0,6100.0,6100.0,3770.404052734375,31918600,ASII.JK,0.6180990250384222
2018-07-04,6175.0,6425.0,6125.0,6250.0,3863.11962890625,26706500,ASII.JK,0.618099140625
2018-07-05,6200.0,6375.0,6200.0,6300.0,3894.0244140625,10071000,ASII.JK,0.618099113343254
2018-07-06,6375.0,6375.0,6250.0,6300.0,3894.0244140625,12516100,ASII.JK,0.618099113343254
2018-07-09,6350.0,6400.0,6250.0,6325.0,3909.476806640625,17337000,ASII.JK,0.6180990998641305
2018-07-10,6450.0,6550.0,6350.0,6350.0,3924.92919921875,36086900,ASII.JK,0.6180990864911418
2018-07-11,6300.0,6625.0,6275.0,6625.0,4094.90625,29415100,ASII.JK,0.6180990566037736
2018-07-12,6575.0,6700.0,6550.0,6675.0,4125.810546875,22465500,ASII.JK,0.6180989583333333
2018-07-13,6750.0,6825.0,6650.0,6800.0,4203.07373046875,27647800,ASII.JK,0.6180990780101103
2018-07-16,6700.0,6725.0,6550.0,6700.0,4141.26416015625,16831500,ASII.JK,0.6180991283815298
2018-07-17,6550.0,6675.0,6500.0,6625.0,4094.90625,15901500,ASII.JK,0.6180990566037736
2018-07-18,6700.0,6750.0,6575.0,6650.0,4110.3583984375,19002100,ASII.JK,0.6180990072838346
2018-07-19,6650.0,6750.0,6650.0,6700.0,4141.26416015625,27562100,ASII.JK,0.6180991283815298
2018-07-20,6700.0,6750.0,6575.0,6675.0,4125.810546875,22005400,ASII.JK,0.6180989583333333
2018-07-23,6750.0,6750.0,6675.0,6675.0,4125.810546875,13735600,ASII.JK,0.6180989583333333
2018-07-24,6625.0,6750.0,6625.0,6650.0,4110.3583984375,8932500,ASII.JK,0.6180990072838346
2018-07-25,6725.0,6900.0,6650.0,6875.0,4249.43115234375,15946900,ASII.JK,0.6180990767045454
2018-07-26,6925.0,6950.0,6650.0,6675.0,4125.810546875,20823800,ASII.JK,0.6180989583333333
2018-07-27,6700.0,7000.0,6700.0,6975.0,4311.240234375,31156700,ASII.JK,0.6180989583333333
2018-07-30,7000.0,7100.0,6900.0,7100.0,4388.50341796875,21379900,ASII.JK,0.6180990729533451
2018-07-31,7050.0,7150.0,6975.0,7150.0,4419.408203125,25841400,ASII.JK,0.6180990493881119
2018-08-01,7150.0,7475.0,7150.0,7475.0,4620.2900390625,53935800,ASII.JK,0.6180990018812709
2018-08-02,7500.0,7500.0,7300.0,7300.0,4512.12353515625,19141400,ASII.JK,0.6180991144049658
2018-08-03,7275.0,7300.0,7050.0,7125.0,4403.95556640625,24035700,ASII.JK,0.6180990268640351
2018-08-06,7250.0,7475.0,7200.0,7425.0,4589.3857421875,37077600,ASII.JK,0.6180990898569023
2018-08-07,7475.0,7475.0,7325.0,7375.0,4558.47998046875,23222200,ASII.JK,0.6180989804025424
2018-08-08,7400.0,7450.0,7325.0,7425.0,4589.3857421875,16794100,ASII.JK,0.6180990898569023
2018-08-09,7300.0,7525.0,7300.0,7500.0,4635.7431640625,17331500,ASII.JK,0.6180990885416666
2018-08-10,7450.0,7475.0,7325.0,7400.0,4573.93359375,16288400,ASII.JK,0.6180991342905405
2018-08-13,7275.0,7275.0,7075.0,7100.0,4388.50341796875,25732900,ASII.JK,0.6180990729533451
2018-08-14,7075.0,7225.0,6825.0,6825.0,4218.5263671875,34274000,ASII.JK,0.6180991014194139
2018-08-15,6900.0,7050.0,6600.0,6975.0,4311.240234375,44615000,ASII.JK,0.6180989583333333
2018-08-16,6975.0,7250.0,6850.0,7100.0,4388.50341796875,21705200,ASII.JK,0.6180990729533451
2018-08-20,7250.0,7400.0,7150.0,7400.0,4573.93359375,44690500,ASII.JK,0.6180991342905405
2018-08-21,7400.0,7475.0,7325.0,7475.0,4620.2900390625,20659500,ASII.JK,0.6180990018812709
2018-08-23,7475.0,7525.0,7300.0,7425.0,4589.3857421875,30246600,ASII.JK,0.6180990898569023
2018-08-24,7375.0,7450.0,7275.0,7375.0,4558.47998046875,15617800,ASII.JK,0.6180989804025424
2018-08-27,7375.0,7600.0,7350.0,7575.0,4682.10107421875,32820400,ASII.JK,0.6180991517120462
2018-08-28,7575.0,7600.0,7350.0,7350.0,4543.02783203125,17798200,ASII.JK,0.6180990247661564
2018-08-29,7450.0,7550.0,7375.0,7475.0,4620.2900390625,26083000,ASII.JK,0.6180990018812709
2018-08-30,7500.0,7500.0,7350.0,7475.0,4620.2900390625,15151400,ASII.JK,0.6180990018812709
2018-08-31,7400.0,7400.0,7200.0,7250.0,4481.21826171875,40829300,ASII.JK,0.6180990705818965
2018-09-03,7275.0,7275.0,7075.0,7100.0,4388.50341796875,25016000,ASII.JK,0.6180990729533451
2018-09-04,7100.0,7100.0,7000.0,7075.0,4373.05078125,30739500,ASII.JK,0.6180990503533569
2018-09-05,6900.0,6950.0,6725.0,6775.0,4187.62109375,52098900,ASII.JK,0.6180990544280442
2018-09-06,6675.0,6875.0,6600.0,6800.0,4203.07373046875,60188600,ASII.JK,0.6180990780101103
2018-09-07,6900.0,7175.0,6825.0,7175.0,4434.861328125,42928600,ASII.JK,0.6180991398083624
2018-09-10,7125.0,7175.0,6975.0,7175.0,4434.861328125,21884300,ASII.JK,0.6180991398083624
2018-09-12,7175.0,7275.0,7125.0,7125.0,4403.95556640625,27126400,ASII.JK,0.6180990268640351
2018-09-13,7275.0,7275.0,7000.0,7075.0,4373.05078125,22644700,ASII.JK,0.6180990503533569
2018-09-14,7075.0,7225.0,7050.0,7225.0,4465.76513671875,17697900,ASII.JK,0.6180989808607267
2018-09-17,7125.0,7125.0,6950.0,6950.0,4295.78955078125,15380700,ASII.JK,0.6180992159397481
2018-09-18,6925.0,7125.0,6875.0,7025.0,4342.14599609375,31839500,ASII.JK,0.6180990741770462
2018-09-19,7100.0,7400.0,7100.0,7400.0,4573.93359375,28048600,ASII.JK,0.6180991342905405
2018-09-20,7400.0,7575.0,7325.0,7500.0,4635.7431640625,37420600,ASII.JK,0.6180990885416666
2018-09-21,7475.0,7475.0,7225.0,7250.0,4481.21826171875,48533000,ASII.JK,0.6180990705818965
2018-09-24,7200.0,7225.0,7075.0,7125.0,4403.95556640625,24764900,ASII.JK,0.6180990268640351
2018-09-25,7100.0,7200.0,7075.0,7200.0,4450.3125,14404300,ASII.JK,0.6180989583333333
2018-09-26,7200.0,7425.0,7200.0,7350.0,4543.02783203125,25803300,ASII.JK,0.6180990247661564
2018-09-27,7225.0,7375.0,7200.0,7375.0,4558.47998046875,29349300,ASII.JK,0.6180989804025424
2018-09-28,7275.0,7450.0,7275.0,7350.0,4543.02783203125,31995300,ASII.JK,0.6180990247661564
2018-10-01,7225.0,7475.0,7225.0,7325.0,4527.57568359375,14131300,ASII.JK,0.6180990694325939
2018-10-02,7450.0,7450.0,7125.0,7200.0,4450.3125,19915100,ASII.JK,0.6180989583333333
2018-10-03,7250.0,7275.0,7175.0,7200.0,4450.3125,16575900,ASII.JK,0.6180989583333333
2018-10-04,7125.0,7150.0,7025.0,7075.0,4373.05078125,19705600,ASII.JK,0.6180990503533569
2018-10-05,6975.0,7050.0,6900.0,6950.0,4332.5302734375,25996300,ASII.JK,0.6233856508543165
2018-10-08,6900.0,6975.0,6850.0,6850.0,4270.19287109375,19133100,ASII.JK,0.6233858205976277
2018-10-09,6975.0,7025.0,6850.0,7025.0,4379.28466796875,17361000,ASII.JK,0.6233857178603203
2018-10-10,7000.0,7050.0,6900.0,6950.0,4332.5302734375,17102700,ASII.JK,0.6233856508543165
2018-10-11,6800.0,6825.0,6700.0,6725.0,4192.26904296875,40456500,ASII.JK,0.6233857312964683
2018-10-12,6775.0,6925.0,6775.0,6850.0,4270.19287109375,28756200,ASII.JK,0.6233858205976277
2018-10-15,6850.0,6925.0,6825.0,6850.0,4270.19287109375,18822300,ASII.JK,0.6233858205976277
2018-10-16,6900.0,6975.0,6825.0,6975.0,4348.1162109375,18553300,ASII.JK,0.6233858366935484
2018-10-17,7075.0,7100.0,6975.0,7025.0,4379.28466796875,23333900,ASII.JK,0.6233857178603203
2018-10-18,7025.0,7025.0,6950.0,7025.0,4379.28466796875,12591900,ASII.JK,0.6233857178603203
2018-10-19,7000.0,7350.0,6975.0,7300.0,4550.7158203125,48440500,ASII.JK,0.6233857288099315
2018-10-22,7275.0,7300.0,7200.0,7275.0,4535.13134765625,22418400,ASII.JK,0.6233857522551547
2018-10-23,7200.0,7375.0,7125.0,7350.0,4581.88525390625,38954800,ASII.JK,0.6233857488307823
2018-10-24,7350.0,7450.0,7300.0,7300.0,4550.7158203125,36406600,ASII.JK,0.6233857288099315
2018-10-25,7100.0,7375.0,7100.0,7375.0,4597.46923828125,26522600,ASII.JK,0.6233856594279661
2018-10-26,7375.0,7425.0,7275.0,7425.0,4628.638671875,22297400,ASII.JK,0.6233856797138048
2018-10-29,7475.0,7625.0,7450.0,7500.0,4675.39306640625,50786300,ASII.JK,0.6233857421875
2018-10-30,7500.0,7750.0,7450.0,7700.0,4800.06982421875,39056900,ASII.JK,0.6233856914569805
2018-10-31,7725.0,7900.0,7700.0,7900.0,4924.74658203125,46586400,ASII.JK,0.6233856432950949
